影片 ID,影片標題,發布日期,時長,觀看次數,按讚數,留言數,"觀看時數
(小時)",曝光次數,"曝光點
閱率(%)","預估收益
(USD)"
CWxQE7wEI24,Line Rangers始祖系列 EP.2 || 粉紅甜心柯比-可愛的外表，但藏著很多怨恨!? ||,2022-07-11,2:30,"2,398",38,11,N/A,N/A,N/A,N/A
fkG5KCveyO4,Line Ranger || 25關~36關主困敵人技能能力分析 ||,2022-04-19,2:33,"2,386",23,28,N/A,N/A,N/A,N/A
8JSaIWQzsfo,Line Rangers-觀眾投稿EP.480 || 造物神兔兔－大師場唯一平民誘惑！ ||,2025-04-26,2:45,"2,384",30,8,N/A,N/A,N/A,N/A
mSUjO2IkV3k,(有字幕)Line Rangers-觀眾投稿EP.522 || 血紗水飛－飛翔寵武器新選擇！？ ||,2025-08-16,3:04,"2,379",35,8,N/A,N/A,N/A,N/A
Gpc222G6bA4,(有字幕)Line Rangers隨手拍EP.103 || 海釣竿賭徒－賭徒的另類武器選擇！ ||,2025-07-29,3:17,"2,378",35,3,N/A,N/A,N/A,N/A
QyUZn8bvShE,Line Rangers-觀眾投稿EP.43 || 歐洲人的裝備-六把必中刀的PVP ||,2022-08-29,1:57,"2,377",22,24,N/A,N/A,N/A,N/A
Uh-K2VpJqJw,Line Rangers始祖系列 EP.12 || 北狗&小蜜桃-以柔克剛的冷酷刀客 ||,2022-08-09,1:40,"2,351",24,22,N/A,N/A,N/A,N/A
bgP4tIjXb3g,Line Rangers-觀眾投稿EP.191 || 光蟲社死現場？全部禁言！ ||,2023-07-18,1:46,"2,348",28,13,N/A,N/A,N/A,N/A
wThlUTk3iQw,[直播精華] 艾連單挑賽,2022-12-14,1:23,"2,347",39,16,N/A,N/A,N/A,N/A
8YY54j6uuq0,(有字幕)Line Rangers-觀眾投稿EP.496 || 放大鏡芙莉蓮－攻擊輔助兩相宜！ ||,2025-06-10,5:25,"2,324",34,14,N/A,N/A,N/A,N/A
EXzAV599cRg,Line Rangers-觀眾投稿EP.414 || 曾經的最速男！超級快的索尼克！ ||,2024-11-18,3:30,"2,318",30,9,N/A,N/A,N/A,N/A
3veV6VUUVGY,Line Rangers P寵大全 EP.11 || 比妹－曾經的達文西剋星！ ||,2024-07-14,3:17,"2,313",28,10,N/A,N/A,N/A,N/A
rIJrd1E4egQ,Line Rangers對決EP.7 || 始祖之戰！司令官饅頭人 vs 終極飛行器莎莉 ||,2024-05-14,1:53,"2,311",33,15,N/A,N/A,N/A,N/A
uaVUHDj8Nks,Line Rangers-觀眾投稿EP.247 || 11月新寵聯手出擊，礙礦新趨勢～ ||,2023-11-28,2:06,"2,311",37,25,N/A,N/A,N/A,N/A
T_-cLO2vZnI,Line Rangers-觀眾投稿EP.379 || 射手座星矢－初代道具抗性寵！ || @94Littledevil,2024-09-17,2:30,"2,306",33,18,N/A,N/A,N/A,N/A
xb4Zn0ntaAs,Line Rangers隨手拍EP.67 || 兔兔飛起來~屬性週的最佳打法? ||,2024-06-13,2:42,"2,305",43,23,N/A,N/A,N/A,N/A
YZAdB8pCv0k,Line Rangers始祖系列 EP.13 || 黑白風之痕-雙刀流劍客!降臨! ||,2022-08-14,2:22,"2,301",25,16,N/A,N/A,N/A,N/A
238YmYczr9I,(有字幕)Line Rangers隨手拍EP.102 || 海釣竿銀時－更強效的電暈坦克！ ||,2025-07-24,3:28,"2,282",29,9,N/A,N/A,N/A,N/A
K2ffzCqIT5w,Line Rangers-觀眾投稿EP.153 || 當全場都被吹走時，我慢慢地往前走 ||,2023-05-16,3:28,"2,282",29,12,N/A,N/A,N/A,N/A
C8Y8HXid7f0,Line Rangers-觀眾投稿EP.184 || 喝我毒湯吧！自身數據根本開掛的飛翔寵！ ||,2023-07-05,2:38,"2,280",50,14,N/A,N/A,N/A,N/A
-I-cZSqoWtY,Line Rangers-觀眾投稿EP.245 || 增礦的花垣武道，效果如何？ ||,2023-11-23,2:16,"2,269",28,11,N/A,N/A,N/A,N/A
02Lbc1diHvU,Line Rangers始祖系列 EP.8 || 餃子皮-擀麵棍就是武器!! ||,2022-07-25,1:39,"2,269",24,13,N/A,N/A,N/A,N/A
KY3V12N26lE,LINE Rangers || 玩小遊戲換虛寶！ ||,2023-09-14,1:13,"2,258",33,27,N/A,N/A,N/A,N/A
cxrKPqkM2Fo,Line Rangers || 193關~216關主困敵人技能能力分析 ||,2025-10-13,2:15,"2,248",31,15,N/A,N/A,N/A,N/A
xWbgqvtn9Ds,Line Rangers始祖系列 EP.36 || 粉琪公主-被派蒙綁架的少女？ ||,2023-02-24,2:20,"2,247",25,8,N/A,N/A,N/A,N/A
IrHHtxMGjqo,Line Rangers始祖系列 EP.24 || 偵探熊大-LR界的名偵探 ||,2022-10-25,2:44,"2,245",28,12,N/A,N/A,N/A,N/A
HCq_AeQfdpc,Line Rangers-觀眾投稿EP.411 || 減重饅頭人－本月禮包二獎？ ||,2024-11-14,3:07,"2,233",27,10,N/A,N/A,N/A,N/A
3t0eVp88NWY,Line Rangers隨手拍EP.71 || 再戰梅皮斯托！主困第一季結束？ ||,2024-07-05,1:40,"2,224",33,10,N/A,N/A,N/A,N/A
rmBtqU4QWPo,Line Ranger觀眾求救系列 EP.19 || 主困72關-全主困唯一的重置敵人 ||,2023-07-28,1:09,"2,217",26,19,N/A,N/A,N/A,N/A
KX1UpTLTecA,Line Rangers-觀眾投稿EP.358 || 各種控場寵齊聚！無間斷變身電暈？ ||,2024-07-27,3:43,"2,208",35,6,N/A,N/A,N/A,N/A
7jaCZjsrQYA,Line Rangers-觀眾投稿EP.328 || 飛天變身莎莉！全場被變身你敢信？ ||,2024-05-22,3:53,"2,195",31,20,N/A,N/A,N/A,N/A
pNEb1HS2XgY,Line Rangers始祖系列 EP.29 || 最強駕駛員真希波-EVA八號機的駕駛員 ||,2022-11-21,2:35,"2,195",23,15,N/A,N/A,N/A,N/A
A-wH6Joqxyo,Line Rangers始祖系列 EP.25 || 伯爵莎莉-優雅的來過萬聖節～ ||,2022-10-30,2:14,"2,195",34,17,N/A,N/A,N/A,N/A
d8j5r4SZkJg,Line Rangers-觀眾投稿EP.123 || 刺激的公會戰戰鬥，不到最後不知道勝負！ ||,2023-03-20,2:07,"2,185",33,21,N/A,N/A,N/A,N/A
n84Pwo4vLOs,Line Rangers-觀眾投稿EP.136 || 在遊戲中狹路相逢？用相同的打法！打贏相同的對手！ ||,2023-04-16,1:58,"2,180",28,33,N/A,N/A,N/A,N/A
Cy9_-xeczmo,Line Rangers-觀眾投稿EP.432 || 特快車貝拉－初代快攻飛翔寵！ ||,2025-01-06,3:35,"2,158",30,18,N/A,N/A,N/A,N/A
HW1MCG-nE9c,Line Rangers-觀眾投稿EP.103 || 跨時代合作！轉生史萊姆聯合出擊 ||,2023-02-04,2:22,"2,158",28,10,N/A,N/A,N/A,N/A
E19LMyReXcA,Line Rangers對決EP.11 || 達文西與效能的對決！ ||,2024-07-28,3:40,"2,155",27,10,N/A,N/A,N/A,N/A
zBBkdXGQsWg,Line Rangers始祖系列 EP.15 || 小黃-其實他是個媽寶!? ||,2022-08-25,1:50,"2,146",23,8,N/A,N/A,N/A,N/A
ZAK8TaTx1h8,Line Rangers-觀眾投稿EP.67 || 很會抓時間的AI-來看看AI都怎樣雷你的 ||,2022-11-10,1:27,"2,143",28,12,N/A,N/A,N/A,N/A
YB-aLvoKg64,Line Rangers-觀眾投稿EP.349 || 終極紫衣詹姆士—變身寵的最佳選擇！ ||,2024-07-08,2:54,"2,134",36,9,N/A,N/A,N/A,N/A
_gLJdoF4Sjg,(有字幕)Line Rangers-觀眾投稿EP.523 || 血紗火飛－更持久的對塔輸出 ||,2025-08-18,3:53,"2,133",30,32,N/A,N/A,N/A,N/A
ksEIGhQ7j8g,Line Rangers-觀眾投稿EP.501 || 夜櫻二刃－極致低礦的白毛蘿莉！ ||,2025-06-22,3:30,"2,120",30,7,N/A,N/A,N/A,N/A
UXsDzb7FGW4,Line Ranger-觀眾投稿EP.17 || 死神光貓降臨-暗寵殺手始祖!? ||,2022-06-09,2:46,"2,104",24,23,N/A,N/A,N/A,N/A
y0cO04xo5s0,(有字幕)Line Rangers-觀眾投稿EP.512 || 泳圈隆！神裝始祖寵重返戰場！ ||,2025-07-17,4:06,"2,081",40,5,N/A,N/A,N/A,N/A
kZhHvK2K9ao,(有字幕)Line Rangers-觀眾投稿EP.482 || 魔女莎莉－飛翔寵也拿鱷魚劍！？ ||,2025-05-10,3:48,"2,080",38,16,N/A,N/A,N/A,N/A
HupxeVSHrNo,(有字幕)Line Rangers-觀眾投稿EP.454 || 成步堂龍一－七年前的T0打手！ ||,2025-02-21,2:43,"2,073",31,14,N/A,N/A,N/A,N/A
VCcp7ZDUktw,這一定是Line Rangers影片當中最廢的一隻片了...,2022-07-12,1:12,"2,071",27,26,N/A,N/A,N/A,N/A
X6xBqtEzJWY,Line Rangers始祖系列 EP.6 || 硬漢盧卡斯-最強的神槍手! ||,2022-07-22,3:08,"2,064",22,10,N/A,N/A,N/A,N/A
ShQAQEGU6GU,Line Rangers-觀眾投稿EP.105 || 迪亞布羅參戰～這個跑跑寵是貳獎？ ||,2023-02-07,3:04,"2,060",21,9,N/A,N/A,N/A,N/A
wNlZujj3hL4,Line Rangers-觀眾投稿EP.574 || 雙叉戟怕瓦－多功能的火減產必！ ||,2026-02-12,2:40,"2,049",31,15,N/A,N/A,N/A,N/A
DKZKWEBULQs,Line Rangers-觀眾投稿EP.357 || 100P的影山茂夫！刷關對戰皆可用 || @94Littledevil,2024-07-26,3:24,"2,031",30,12,N/A,N/A,N/A,N/A
DIFJyjiKr3Q,Line Rangers-觀眾投稿EP.41 || 年度最強合作大獎-範馬刃牙 ||,2022-08-15,4:02,"2,009",15,19,N/A,N/A,N/A,N/A
uRB-h2F7-BY,Line Rangers-觀眾投稿EP.402 || 柯南大戰主困！最密集的電暈！ ||,2024-10-28,2:04,"2,007",34,5,N/A,N/A,N/A,N/A
bRgXAY8dgDY,(有字幕)Line Rangers-觀眾投稿EP.504 || 四怨銀時配－雙電暈超強控場！ ||,2025-06-26,4:36,"2,006",32,16,N/A,N/A,N/A,N/A
9lNlPeJU2xQ,Line Rangers始祖系列 EP.30 || 時尚大師貝拉-走在潮流的尖端 ||,2022-12-13,2:38,"2,006",29,11,N/A,N/A,N/A,N/A
F2vO4a8Pz7Q,Line Rangers-觀眾投稿EP.335 || 最佳拍檔高石岳，一個呆萌的小孩 ||,2024-06-07,2:39,"1,995",20,8,N/A,N/A,N/A,N/A
J3cCfIG1Chk,Line Rangers-觀眾投稿EP.498 || 放大鏡惠惠－雙重暴力的爆裂魔法！ ||,2025-06-15,2:10,"1,991",35,17,N/A,N/A,N/A,N/A
0PSR54vhImU,Line Rangers隨手拍EP.70 || 平民寵與魔王的對決 ||,2024-07-04,2:23,"1,988",29,15,N/A,N/A,N/A,N/A
7UhLLe7ovBg,Line Rangers-觀眾投稿EP.443 || 唯一力量對空！打水飛都成問題... ||,2025-01-29,3:22,"1,985",24,16,N/A,N/A,N/A,N/A
m2h0FtXZMxI,Line Rangers-觀眾投稿EP.338 || 三角龍兔兔，新手坦克新選擇？ ||,2024-06-15,2:45,"1,983",30,6,N/A,N/A,N/A,N/A
5qupkaBk0FE,(有字幕)Line Rangers-觀眾投稿EP.488 || 聖誕莎莉！靠變身就反轉對戰！ ||,2025-05-27,3:28,"1,977",33,19,N/A,N/A,N/A,N/A
TLNp7KCf514,Line Rangers P寵大全 EP.12 || 稀咲鐵太－那位奧運神槍手（？ ||,2024-08-29,3:07,"1,975",29,7,N/A,N/A,N/A,N/A
Sp9IftDCsd0,Line Rangers-觀眾投稿EP.575 || 月影榮恩－其實是週年寵專武？ ||,2026-02-15,4:04,"1,968",22,3,N/A,N/A,N/A,N/A
uC0ObqYu01s,Line Rangers || 169關~180關主困敵人技能能力分析 ||,2024-09-24,1:49,"1,959",33,31,N/A,N/A,N/A,N/A
AfeXWW-B6oI,Line Rangers觀眾求救系列 EP.12 || 主困54關-打飛!打飛!全部都打飛啦! ||,2022-08-04,1:40,"1,947",21,9,N/A,N/A,N/A,N/A
d7BFt1-T8p0,Line Rangers-觀眾投稿EP.134 || 特關新P寵實戰－坦度依然是打醬油，但技能組還不錯？ ||,2023-04-13,3:41,"1,945",32,17,N/A,N/A,N/A,N/A
t-8U5Ygedtw,Line Rangers-觀眾投稿EP.196 || 用途極廣的合作寵！暴力的小雙俠一號來了 ||,2023-07-25,3:46,"1,926",31,6,N/A,N/A,N/A,N/A
nH_kTPldTwE,Line Rangers觀眾求救系列 EP.14 || 主困102關-雙胞胎不嫌多! ||,2022-08-11,1:43,"1,921",28,15,N/A,N/A,N/A,N/A
u_9_5miVQJg,(有字幕)Line Rangers-觀眾投稿EP.509 || 夜櫻T恤－超瘋狂的裝備搭配！？ ||,2025-07-11,2:56,"1,894",26,6,N/A,N/A,N/A,N/A
o3-Mb40X5k0,Line Rangers-觀眾投稿EP.415 || 小新秀貝爾－初代合作重置寵 ||,2024-11-25,2:46,"1,894",18,14,N/A,N/A,N/A,N/A
9c8vUN3CdmM,(有字幕)Line Rangers-觀眾投稿EP.514 || 泳鏡畫家－想不到還能這樣用！？ ||,2025-07-21,3:33,"1,887",31,2,N/A,N/A,N/A,N/A
7FZHoLcAkHo,Line Rangers對決EP.10 || 跨世代光打對決！搖滾皇帝熊大 vs 死靈法師潔西卡 ||,2024-06-27,2:25,"1,884",45,11,N/A,N/A,N/A,N/A
K5T1JxpGWk0,(有字幕)Line Rangers-觀眾投稿EP.511 || 對空復刻！雙榮恩大戰妖精兔！ ||,2025-07-14,4:27,"1,882",26,4,N/A,N/A,N/A,N/A
KWux4vQfok4,Line Rangers-觀眾投稿EP.109 || 維爾德拉實戰！重看，但不中用!? ||,2023-02-16,2:44,"1,867",20,67,N/A,N/A,N/A,N/A
eZ2COUhWysk,Line Rangers-觀眾投稿EP.31 || 這場對戰會讓你知道對空寵的重要性 ||,2022-07-13,1:59,"1,862",19,15,N/A,N/A,N/A,N/A
AhQLfsi80gc,Line Rangers-觀眾投稿EP.73 || 森羅雷姆配-妳先打，我來扛 ||,2022-11-26,1:31,"1,842",24,27,N/A,N/A,N/A,N/A
DkuEHY3OY8Y,Line Rangers-觀眾投稿EP.188 || 可以妨礙的對空！很陸軍的雪人莎莉 || @94Littledevil,2023-07-12,3:09,"1,841",22,8,N/A,N/A,N/A,N/A
sqWWy3Dzaws,Line Ranger || 109關~120關主困敵人技能能力分析 ||,2022-11-30,2:08,"1,841",17,8,N/A,N/A,N/A,N/A
7qEnYoR9Sqg,Line Rangers P寵大全 EP.15 || 莞苞－迷宮飯P寵實測！ ||,2025-02-25,2:38,"1,839",28,8,N/A,N/A,N/A,N/A
aOmlE9Dyf9g,Line Rangers-觀眾投稿EP.48 || 上大師的最後一哩路-了解一下大佬的對戰吧~ ||,2022-09-16,1:58,"1,839",19,29,N/A,N/A,N/A,N/A
FRqOnAWnqdw,Line Rangers-觀眾投稿EP.169 || 早上好銀河特攻隊，現在我有小酒窩 ||,2023-06-10,2:54,"1,827",30,10,N/A,N/A,N/A,N/A
fbEMLl29ly4,Line Rangers-觀眾投稿EP.365 || 龍宮寺堅—超強技能組的小獎 ||,2024-08-10,3:23,"1,824",28,8,N/A,N/A,N/A,N/A
IOM0hbAovHM,Line Rangers-觀眾投稿EP.108 || 來玩雪吧～雪球莎莉是否還能生存？ ||,2023-02-13,3:05,"1,812",30,11,N/A,N/A,N/A,N/A
WIt1CywWl3w,Line Rangers-觀眾投稿EP.110 || 愚地獨步的技能之謎－攻擊招提升命中！給我方還是敵方？ ||,2023-02-17,1:41,"1,805",24,11,N/A,N/A,N/A,N/A
X8fJ15rQA_k,Line Rangers-觀眾投稿EP.113 || 雙木打聯手！居然去他們壓塔反殺？ ||,2023-02-25,2:07,"1,800",25,14,N/A,N/A,N/A,N/A
kt858ezyvJo,Line Rangers-觀眾投稿EP.25 || 木坦在他眼中都是渣渣!? ||,2022-06-29,2:38,"1,797",22,10,N/A,N/A,N/A,N/A
ZhqZlI5yR7Y,Line Rangers-觀眾投稿EP.339 || 妹妹八神光－跑跑寵強勢新戰力! ||,2024-06-17,3:15,"1,785",22,4,N/A,N/A,N/A,N/A
8FTTrpPr2CI,Line Rangers-觀眾投稿EP.410 || 無限塔戰機莎莉－集控場於一身！ ||,2024-11-12,1:54,"1,780",25,11,N/A,N/A,N/A,N/A
hJlEPJc7V2Q,Line Rangers隨手拍EP.68 || 滿級光暗與魔王的對決 ||,2024-06-14,2:31,"1,776",31,6,N/A,N/A,N/A,N/A
TwxHx1xwlOA,Line Rangers-觀眾投稿EP.412 || 劍擊羊－迷宮奇蹟換位寵！ ||,2024-11-15,1:33,"1,772",21,9,N/A,N/A,N/A,N/A
Qmx8t-2VFlg,Line Rangers-觀眾投稿EP.45 || 今天來分析一下色素的礙礦隊伍 ||,2022-09-02,2:12,"1,764",22,31,N/A,N/A,N/A,N/A
LvvDRkLFkvo,Line Rangers-觀眾投稿EP.74 || 速攻型特快車貝拉-打個你措手不及!! ||,2022-11-27,1:22,"1,761",32,19,N/A,N/A,N/A,N/A
21aEcNo-9oU,Line Rangers-觀眾投稿EP.49 || 塔城是什麼？能吃嗎？-無法理解的爆塔 ||,2022-09-20,1:28,"1,760",20,23,N/A,N/A,N/A,N/A
TjPtW6i7Ntg,Line Rangers始祖系列 EP.3 || 礦工札克-具有威力的小鎬子 ||,2022-07-15,1:47,"1,753",24,15,N/A,N/A,N/A,N/A
fkT5iL77hCc,Line Rangers-觀眾投稿EP.466 || 魔導士莉娜－早期的合作地圖炮！ ||,2025-03-21,3:06,"1,752",28,12,N/A,N/A,N/A,N/A
OXE8QJOanZY,Line Rangers P寵大全 EP.10 || 吸血魔獸－罕見的後排P寵？ ||,2024-06-26,3:35,"1,720",27,14,N/A,N/A,N/A,N/A
hspa8836ync,Line Rangers直播精華 || 最陽壽的隨機對戰 ||,2024-08-18,3:53,"1,718",37,16,N/A,N/A,N/A,N/A
ULKd5iem4eM,Line Rangers第一屆錦標賽EP.2 || 毅力能力慘遭針對！？（[Niji-fox]PanX組） ||,2026-01-18,11:37,"1,712",19,5,N/A,N/A,N/A,N/A
etN0WeU0o7s,Line Rangers-觀眾投稿EP.469 || 天龍座紫龍－半地圖炮的輔助坦！ ||,2025-03-27,3:44,"1,712",26,14,N/A,N/A,N/A,N/A
Ma-1JEuWLrg,Line Rangers始祖系列 EP.9 || 彩色甜甜圈熊大-看起來很好吃的Rangers!? ||,2022-07-26,2:40,"1,711",27,19,N/A,N/A,N/A,N/A
n1GmStVoFiQ,Line Rangers-觀眾投稿EP.577 || 咒術師蛙－公會戰木飛首選！！ ||,2026-02-26,3:33,"1,708",22,3,N/A,N/A,N/A,N/A
7EzJ5tRkFUE,Line Rangers-觀眾投稿EP.207 || 一滴血險勝！毅力哥殺翻轉戰局 ||,2023-08-29,1:59,"1,699",19,5,N/A,N/A,N/A,N/A
qbZ6q4hxXbg,Line Rangers-觀眾投稿EP.172 || 冷門P寵摩亞－PvP上意外的卡位奇效！ ||,2023-06-15,1:49,"1,698",27,6,N/A,N/A,N/A,N/A
iJaWALpLnM8,Line Rangers對決EP.9|| 礙產重置的對決!? 佐野萬次郎 vs 投手莎莉 ||,2024-06-25,2:32,"1,692",22,8,N/A,N/A,N/A,N/A
8vJEe4WcxdA,Line Rangers P寵大全 EP.13 || 和倉青羽－P寵跑跑兩相宜！ ||,2024-10-21,3:26,"1,691",26,5,N/A,N/A,N/A,N/A
DgfgeoGyEpk,Line Rangers銀河特攻隊 || Kahoot！新春活動獎勵挑戰賽！ ||,2026-02-18,13:46,"1,684",24,4,N/A,N/A,N/A,N/A
d5cLCdSB1AY,Line Rangers-觀眾投稿EP.61 || 這場鑽石PVP對戰，蚯蚓剪片剪到差點翻桌！？ ||,2022-10-23,2:38,"1,662",26,26,N/A,N/A,N/A,N/A
k9Y2pZoZtrE,Line Rangers始祖系列 EP.5 || 嘻哈克勞許-瘋猴來襲!還不退讓? ||,2022-07-19,2:11,"1,657",24,11,N/A,N/A,N/A,N/A
oBqmTmbx1is,Line Rangers-觀眾投稿EP.39 || 你沒看過的爆塔方式 ||,2022-08-06,1:24,"1,644",25,27,N/A,N/A,N/A,N/A
90Euk88ZIZI,Line Rangers對決EP.4 || 阿羅哈克勞許 vs 怪獸馴獸師莎莉 ||,2023-02-10,3:25,"1,633",28,17,N/A,N/A,N/A,N/A
d6h04__1FhY,Line Rangers-觀眾投稿EP.104 || 如果Line Rangers會爆Ping？ ||,2023-02-06,1:37,"1,630",24,14,N/A,N/A,N/A,N/A
3z-q8bgvIpo,Line Rangers-觀眾投稿EP.26 || 道蓮蘑菇配-無限定身術!? ||,2022-07-05,1:58,"1,627",22,24,N/A,N/A,N/A,N/A
nWvx1AE-IMM,Line Rangers-觀眾投稿EP.33 || 拆塔溜~欸等等怎麼怪怪的...? ||,2022-07-16,3:00,"1,619",14,9,N/A,N/A,N/A,N/A
U1XP0zJ6YoA,Line Rangers-觀眾投稿EP.170 || 三突破公會戰，走起拆塔去！ ||,2023-06-11,2:01,"1,613",24,8,N/A,N/A,N/A,N/A
TUsNTzwfAiA,[直播精華] 說來就來的出動飛彈,2023-03-21,0:23,"1,609",27,14,N/A,N/A,N/A,N/A
Q4ajkPuQc1k,Line Rangers放置戰爭-隨手拍EP.2 || 四月活動更新！自家角色超香！ ||,2025-04-19,7:40,"1,595",16,7,N/A,N/A,N/A,N/A
ppwgDYL_uKk,Line Rangers-觀眾投稿EP.38 || 課金大老與平民萌新的對決 ||,2022-08-02,1:51,"1,581",21,8,N/A,N/A,N/A,N/A
9TFLFJTrP6k,Line Rangers-觀眾投稿EP.187 || 誘惑月怎麼可以少了她？誘惑始祖－庫拉麗絲 ||,2023-07-11,2:20,"1,569",29,9,N/A,N/A,N/A,N/A
3NFtRI0jgFE,Line Rangers始祖系列 EP.26 || 萬聖節兔兔-不給糖，就搗蛋～ ||,2022-10-31,1:57,"1,560",18,6,N/A,N/A,N/A,N/A
MMWOfUE1UA0,"Line Rangers觀眾求救系列 EP.10 || 主困36關-你想要""左邊""還是""右邊""?? ||",2022-06-30,1:36,"1,551",17,6,N/A,N/A,N/A,N/A
Fn4jccgklZQ,Line Rangers-觀眾投稿EP.204 || 利用屬性優勢，取得公會戰勝利！ ||,2023-08-15,1:57,"1,526",22,5,N/A,N/A,N/A,N/A
MUHZQvzb_08,Line Rangers隨手拍EP.44 || 無限之塔159樓，難度有感下降！ ||,2023-11-09,1:32,"1,510",16,6,N/A,N/A,N/A,N/A
_CuCZykanqY,Line Rangers 直播精華 || 蚯蚓鬧鈴登場 ?靠尖叫避難的蚯蚓||,2024-04-13,2:57,"1,461",26,11,N/A,N/A,N/A,N/A
scv3qV10FgI,Line Ranger-觀眾投稿EP.8 || 魔女殺手-揮桿向天空吧~ ||,2022-03-03,2:24,"1,431",9,8,N/A,N/A,N/A,N/A
ahHWvTgP4R8,Line Rangers-觀眾投稿EP.100 || 100 ||,2023-01-27,2:02,"1,425",85,41,N/A,N/A,N/A,N/A
w70MVMYVHAw,Line Rangers放置戰爭-隨手拍EP.1 || 幻影迷宮登場！奇蹟角水晶兔兔？ ||,2025-01-05,3:03,"1,422",16,10,N/A,N/A,N/A,N/A
BHEdjzzJVC8,Line Ranger-觀眾投稿EP.21 || 雖然我不是數學家，但自帶技抗很香對吧? ||,2022-06-21,2:58,"1,422",17,15,N/A,N/A,N/A,N/A
b6NL06aW8aA,Line Rangers-觀眾投稿EP.194 || 湯匙再立功！其實是件水飛神裝？ ||,2023-07-21,2:43,"1,396",22,12,N/A,N/A,N/A,N/A
rNvQwlIXBRs,[直播精華] 不會缺席的泳鏡之力,2023-07-08,1:29,"1,381",30,14,N/A,N/A,N/A,N/A
gEWbRdJlMpA,Line Rangers-觀眾投稿EP.42 || PVP中的魅惑爆塔流 ||,2022-08-22,1:46,"1,375",9,19,N/A,N/A,N/A,N/A
ZsNdBADOLtg,Line Rangers-觀眾投稿EP.197 || 全員靈魂出竅，殺人不償命的最後攻擊！ ||,2023-07-27,2:04,"1,372",14,9,N/A,N/A,N/A,N/A
uk3FDxulI5o,Line Rangers-觀眾投稿EP.62 || 實測能力！增礦是否會影響礦物回收？ ||,2022-10-28,2:07,"1,360",14,13,N/A,N/A,N/A,N/A
fnul9j-4x0I,貓咪大戰爭－隨手拍EP.1 || 週年限定特麗希！超泛用三屬角色！,2024-06-21,4:11,"1,342",21,10,N/A,N/A,N/A,N/A
Z90iX_IQl84,RedFinger紅手指雲手機，解放雙手的模擬器！,2024-03-30,0:15,"1,340",9,22,N/A,N/A,N/A,N/A
uwDB7JWMn48,Line Rangers-觀眾投稿EP.83 || 久違的PVP拉鋸戰-來來回回，交戰三回！ ||,2022-12-11,2:25,"1,329",32,10,N/A,N/A,N/A,N/A
3ago9kTCLkg,Line Rangers-觀眾投稿EP.34 || 這是一場贏的很意外的對戰 ||,2022-07-20,2:36,"1,294",16,13,N/A,N/A,N/A,N/A
VYE7yLl5IHE,Line Rangers-觀眾投稿EP.198 || 打不下的聖誕老人2 ||,2023-07-30,3:08,"1,280",21,6,N/A,N/A,N/A,N/A
28JkQwwYyRo,Line Rangers-觀眾投稿EP.195 || 再幫我撐10秒！用星爆的時間板回一城 ||,2023-07-22,2:05,"1,232",18,8,N/A,N/A,N/A,N/A
etcvB1Q9mfE,Line Rangers對決EP.12 || 雙泡泡光打的對決 ||,2025-07-18,3:21,"1,204",19,10,N/A,N/A,N/A,N/A
vXhGpToUYRY,Line Rangers-觀眾投稿EP.46 || 來說一個實戰打輸外掛的故事 ||,2022-09-03,1:21,"1,170",26,27,N/A,N/A,N/A,N/A
IlO-QdkvSg0,(有字幕)Line Rangers-觀眾投稿EP.508 || 海灘球艾勒－公會戰玩家武器首選！ ||,2025-07-10,3:33,"1,163",19,9,N/A,N/A,N/A,N/A
TyrsS2V_Ue0,Line Rangers P寵大全 EP.19 || 夜櫻凶一郎－攻擊技能手超短！ ||,2025-07-16,2:52,"1,116",18,6,N/A,N/A,N/A,N/A
X6ojw3nOGwI,Line Rangers-觀眾投稿EP.36 || 同時解負面+吃負面!?-精彩大師PVP對戰 ||,2022-07-25,2:11,"1,096",18,4,N/A,N/A,N/A,N/A
itX8laqwQZE,Line Rangers-觀眾投稿EP.192 || 環保愛地球～歡迎來到植樹節！ ||,2023-07-19,2:21,"1,010",16,11,N/A,N/A,N/A,N/A
m_rgT0g7nro,Line Rangers-觀眾投稿EP.50 || 我推過來啦！我又推回去啦！-驚險的拉鋸戰PVP ||,2022-09-22,2:13,"1,010",16,16,N/A,N/A,N/A,N/A
j_YWw8ov3WM,[直播精華] 被詛咒的裝備包,2022-11-12,0:23,"1,003",14,26,N/A,N/A,N/A,N/A
6cAYmpzkUY8,Line Rangers-觀眾投稿EP.32 || 一場被道具影響的戰局 ||,2022-07-15,2:19,977,12,5,N/A,N/A,N/A,N/A
bDHFDzydMEk,Line Rangers始祖系列EP.46 || 20隻頭貼角色，你認識嗎？(下) ||,2023-08-18,3:46,965,8,6,N/A,N/A,N/A,N/A
W3vOsVF-DPQ,Line Rangers-觀眾投稿EP.22 || 當你休息時遇到可怕的打手組合... ||,2022-06-23,2:52,927,17,7,N/A,N/A,N/A,N/A
2Bi79W22mNs,貓咪大戰爭－隨手拍EP.3 || 公爵真田幸村！移速第三快的角色！ ||,2024-10-26,3:37,926,14,7,N/A,N/A,N/A,N/A
_M97G3kzc0w,Line Ranger-觀眾投稿EP.18 || 色素拆塔不利，辛酸畫面流出?? ||,2022-06-13,1:51,898,18,16,N/A,N/A,N/A,N/A
